Donor_Group	Recip_Group	Frag_Length	Gene	Recipient_strains
1	16c	60	group_2940	ERR129041
1	16c	52	group_2940	ERR129041
1	9	52	group_2940	ERR124245
4	16b	73	bceB	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
9	16d	541	bceB	ERR069782,ERR065957
4	16c	73	bceB	ERR069764,ERR129045
16c	16g	413	bceB	ERR069742,ERR065294,ERR065352
12	16c	264	bceB	ERR069764,ERR129045
9	10	541	bceB	ERR124310
12	16b	264	bceB	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
9	16a	541	bceB	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006
16c	16c	668	bceB	ERR129084
4	6	45	bceB	ERR069786,ERR129176,ERR129117,ERR069685,ERR129213,ERR129042,ERR129157,ERR069708,ERR069798,ERR129043,ERR065971,ERR124227,ERR129168,ERR065303,ERR068023,ERR129172,ERR068030,ERR065969,ERR069693,ERR069779
16c	16b	668	bceB	ERR129151
16b	6	123	mnmG	ERR129176,ERR129117,ERR129213,ERR129042,ERR129157,ERR069708,ERR129167,ERR124308,ERR129043,ERR124227,ERR065303,ERR068023
16d	12	891	mnmG	ERR065974,ERR065341,ERR129130,ERR065965,ERR124278,ERR065289,ERR065296
16d	10	891	mnmG	ERR069757,ERR124310,ERR124310,ERR129048,ERR065309,ERR124305,ERR129111,ERR124253,ERR065316,ERR124217,ERR124266,ERR069757,ERR129145
16b	13	123	mnmG	ERR069709,ERR068001,ERR065353,ERR065953,ERR069710,ERR068004,ERR069734,ERR129092,ERR069827,ERR069788,ERR069784,ERR068043
9	12	110	mnmG	ERR067993,ERR069841
16d	6	891	mnmG	ERR129168
16d	16g	891	mnmG	ERR068016,ERR129066,ERR065304,ERR065959,ERR129038
16d	16c	891	mnmG	ERR068014,ERR129094
11	16g	53	mnmG	ERR069742,ERR065294,ERR065352
16c	12	78	group_2800	ERR067993,ERR069803,ERR069841
8	8	136	group_906	ERR069833
16b	11	1224	gyrB	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR068029,ERR124279,ERR129163,ERR129134,ERR065351,ERR067988,ERR129035
16b	16c	1224	gyrB	ERR069764,ERR069737,ERR129045
16b	9	1224	gyrB	ERR129029,ERR129107,ERR129155,ERR129052,ERR068027,ERR069802,ERR129106,ERR129116,ERR069830,ERR129147,ERR124219,ERR065345,ERR069800,ERR065311,ERR067967,ERR129161,ERR065966,ERR069790,ERR068015,ERR065355,ERR069807,ERR065346,ERR065306,ERR069743
16b	16b	1224	gyrB	ERR065315
16b	15	1224	gyrB	ERR124222,ERR129075,ERR069706,ERR069843,ERR124255,ERR065973,ERR069720,ERR068003,ERR068035,ERR129062,ERR124233,ERR069791,ERR068036
12	16g	335	group_1778	ERR068016,ERR065304,ERR065959,ERR067991,ERR124230
9	6	254	group_1778	ERR068030
9	5	254	group_1778	ERR129105,ERR129196,ERR129195
9	16b	254	group_1778	ERR069729,ERR069824,ERR069772,ERR069806,ERR069730,ERR069816,ERR065956
9	15	254	group_1778	ERR069706
11	6	89	prfA	ERR129176,ERR129117,ERR129213,ERR129042,ERR124235,ERR129157,ERR069708,ERR129167,ERR124308,ERR129043,ERR124227,ERR065303,ERR068023
16d	15	1193	uvrA	ERR068003
16d	16e	139	uvrA	ERR067975
16d	6	1193	uvrA	ERR068030
16d	16d	1193	uvrA	ERR069813,ERR069813
16b	16c	120	group_1425	ERR069808
16b	16c	406	pepS	ERR129084
9	10	89	group_1133	ERR124266
9	6	89	group_1133	ERR124227,ERR068030
12	16c	853	pepF1_1	ERR129187
1	12	106	pepF1_1	ERR067993,ERR069841
12	10	853	pepF1_1	ERR124305
12	16g	853	pepF1_1	ERR124244
1	2	106	pepF1_1	ERR069752,ERR068040,ERR069837
12	4	853	pepF1_1	ERR129204
12	16c	55	pepF1_1	ERR129187
16b	3	391	group_3858	ERR124274,ERR067978,ERR124272
16b	16b	391	group_3858	ERR129103
16b	1	391	group_3858	ERR124282
16b	8	391	group_3858	ERR124270
12	9	297	thrC	ERR129065,ERR129029,ERR069826,ERR129107,ERR129155,ERR129052,ERR069780,ERR068027,ERR069802,ERR129106,ERR129116,ERR069830,ERR129147,ERR124219,ERR065345,ERR069800,ERR065311,ERR067967,ERR129161,ERR065966,ERR069790,ERR068015,ERR065355,ERR069777,ERR069807,ERR065346,ERR065306,ERR067980,ERR065955,ERR065322,ERR129208,ERR069694,ERR124245,ERR129192,ERR069736,ERR065339,ERR124238,ERR067973,ERR065331,ERR129141,ERR065348,ERR129171,ERR129122,ERR129100
7	16c	36	thrC	ERR065325,ERR065960,ERR129050,ERR065299
12	14	297	thrC	ERR067966,ERR067969,ERR124314,ERR069744,ERR124303,ERR065963
12	11	297	thrC	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR068029,ERR124279,ERR129163,ERR129134,ERR065351,ERR067988,ERR129035,ERR124301,ERR069728,ERR124290,ERR129119,ERR124273,ERR129173,ERR069733,ERR129104,ERR067963,ERR067970,ERR067992,ERR124275,ERR129089,ERR068033
12	16f	297	thrC	ERR069840
12	10	297	thrC	ERR068025,ERR069811,ERR129152,ERR124310,ERR065327,ERR129048,ERR129039,ERR065309,ERR124232,ERR067994,ERR124305,ERR129111,ERR124253,ERR124254,ERR065298,ERR129203,ERR065316,ERR124217,ERR124266,ERR124264,ERR067997,ERR069766,ERR129169,ERR124317,ERR069757,ERR129145
16b	4	295	thrC	ERR069738
16b	16e	295	thrC	ERR067975
7	4	36	thrC	ERR069738,ERR068037
16b	14	295	thrC	ERR069700,ERR069787,ERR069825,ERR129128,ERR069763,ERR069747
16b	16c	295	thrC	ERR065325
16b	16b	295	thrC	ERR124311
12	16c	297	thrC	ERR129187,ERR068014,ERR129094,ERR129044,ERR069820,ERR129206,ERR068009,ERR129084,ERR129047,ERR129095,ERR129194
16c	9	16	group_2243	ERR129107,ERR129155,ERR068027,ERR069802,ERR129106,ERR129116,ERR069830,ERR129147,ERR065345,ERR065311,ERR067967,ERR129161,ERR068015,ERR065346,ERR069743,ERR067980,ERR129208,ERR069694,ERR124245,ERR124238,ERR067973,ERR129141,ERR065348,ERR129100
9	16c	159	group_2243	ERR124306,ERR065312
16g	16c	56	group_750	ERR068014
16h	16c	314	yvgN	ERR069792,ERR068031,ERR065354,ERR069723,ERR069697,ERR069810
16c	11	297	ileS	ERR129134
16c	16b	1512	ileS	ERR129102,ERR129071
16c	16c	88	ileS	ERR069764
16c	16c	911	ileS	ERR068009
14	11	541	ileS	ERR129134
12	6	54	group_3293	ERR129157
6	16b	315	group_711	ERR129057
6	5	315	group_711	ERR129196,ERR065301,ERR065342,ERR129144,ERR129077,ERR124320,ERR069818,ERR129053,ERR068010,ERR129182,ERR069799
6	13	315	group_711	ERR068005,ERR124223,ERR069759,ERR069741,ERR067979
6	16a	315	group_711	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
6	16c	315	group_711	ERR069737
6	16g	315	group_711	ERR124244
13	6	191	group_2622	ERR068030
13	16h	122	group_2622	ERR124252
16b	16h	208	group_2622	ERR124252
13	16h	19	group_2622	ERR124252
11	16d	20	group_1359	ERR065295,ERR069782,ERR069813,ERR065957,ERR069838
14	3	279	group_107	ERR129054
1	15	69	group_107	ERR065314
14	8	279	group_107	ERR124281
9	16g	1073	group_462	ERR069742,ERR065294,ERR065352
9	16c	2063	group_462	ERR129044,ERR129194
16b	13	27	rsmI	ERR068005,ERR069759,ERR069741,ERR067979
16d	16c	117	rsmI	ERR069820,ERR129084
12	16e	138	recG	ERR067975
12	14	138	recG	ERR069700,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
11	8	9	group_50	ERR124220,ERR124234
6	16e	127	group_4227	ERR067975
6	8	127	group_4227	ERR068008,ERR069745,ERR065319
9	16b	54	group_2181	ERR129028,ERR129136,ERR065315,ERR069739,ERR129138,ERR069695
9	2	54	group_2181	ERR065326
16c	16d	102	group_7429	ERR065295
16c	15	102	group_7429	ERR124255
16c	8	102	group_7429	ERR065305,ERR069795,ERR124315,ERR067974,ERR129121,ERR129174,ERR129125
16c	13	102	group_7429	ERR065953
16c	16b	102	group_7429	ERR065315
16c	16c	102	group_7429	ERR069773,ERR065302,ERR129040,ERR068039,ERR129045,ERR129124,ERR065321,ERR129188,ERR129056,ERR069775
16c	6	102	group_7429	ERR124319,ERR124288,ERR124294,ERR124297,ERR124286
10	1	40	group_720	ERR124265
16c	16a	161	crcB_1	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
12	15	60	crcB_1	ERR124255
12	16h	60	crcB_1	ERR067982
16c	9	161	crcB_1	ERR129065,ERR129029,ERR069826,ERR129107,ERR129155,ERR129052,ERR129055,ERR069780,ERR068027,ERR069802,ERR129106,ERR129116,ERR069830,ERR129147,ERR124219,ERR065345,ERR069800,ERR065311,ERR067967,ERR129161,ERR065966,ERR069790,ERR068015,ERR065355,ERR069777,ERR069807,ERR065346,ERR065306,ERR129082,ERR069743,ERR067980,ERR065955,ERR065322,ERR129208,ERR069694,ERR124245,ERR129192,ERR069736,ERR065339,ERR124238,ERR067973,ERR065331,ERR129141,ERR065348,ERR129171,ERR129122,ERR129100
12	16g	60	crcB_1	ERR124244,ERR068016,ERR129066,ERR065304,ERR065959,ERR067991,ERR129038,ERR124230
16c	16h	161	crcB_1	ERR124252
12	6	60	crcB_1	ERR124319,ERR124288,ERR124294,ERR124297,ERR124286
12	16c	60	crcB_1	ERR069792,ERR129044,ERR068031,ERR065354,ERR069692,ERR069723,ERR069697,ERR069810,ERR129194
2	13	366	group_3424	ERR069709,ERR068001
2	16h	366	group_3424	ERR069785,ERR069797,ERR069821
2	16c	366	group_3424	ERR069764,ERR069808
2	16a	366	group_3424	ERR129212
2	9	636	speA	ERR124287,ERR129065,ERR129029,ERR129107,ERR129155,ERR129146,ERR129052,ERR129076,ERR129055,ERR068027,ERR069802,ERR129106,ERR129116,ERR069830,ERR129147,ERR124219,ERR065345,ERR069800,ERR065311,ERR067967,ERR129161,ERR065966,ERR067976,ERR065307,ERR069790,ERR068015,ERR065355,ERR069777,ERR069807,ERR065346,ERR065306,ERR065313,ERR129082,ERR069743,ERR067980,ERR065955,ERR065322,ERR129208,ERR129205,ERR069694,ERR124245,ERR129192,ERR069736,ERR129098,ERR065339,ERR124238,ERR067973,ERR065331,ERR129141,ERR129133,ERR065348,ERR129171,ERR129122,ERR129100
2	16b	636	speA	ERR129102,ERR129071
2	16c	636	speA	ERR124247
12	16a	24	speA	ERR124257,ERR129185,ERR067972
2	6	636	speA	ERR124235,ERR129167
11	6	2712	lacZ	ERR069786,ERR124319
16c	16c	1340	lacZ	ERR069808
11	16a	2712	lacZ	ERR124257,ERR069789,ERR068021,ERR129185,ERR067972
4	16h	217	lacZ	ERR067982
4	16g	217	lacZ	ERR124244
4	16b	1437	lacZ	ERR069815,ERR129151
7	10	1402	lacZ	ERR068025,ERR129039,ERR065298,ERR067997,ERR069766
4	1	217	lacZ	ERR069823
4	16b	120	lacZ	ERR129151,ERR069815
10	4	1016	fucI	ERR069738,ERR068037
15	13	80	fucI	ERR069709,ERR065353,ERR065953,ERR069710,ERR129027,ERR068004,ERR069734,ERR129092,ERR069827,ERR069788,ERR069784,ERR068043,ERR129115
10	5	1016	fucI	ERR129105
10	16f	1016	fucI	ERR124226
10	16c	1016	fucI	ERR069764
10	9	1016	fucI	ERR129065,ERR129029
9	8	44	group_686	ERR067960
16h	16b	751	dexB	ERR069824,ERR069729,ERR069772,ERR069806,ERR069730,ERR069816,ERR065956
12	6	22	dexB	ERR124319,ERR124288,ERR129043,ERR124227,ERR124294
12	9	22	dexB	ERR129029,ERR129107,ERR129155,ERR129052,ERR069802,ERR129147,ERR124219,ERR065345,ERR069800,ERR067967,ERR065966,ERR069790,ERR068015,ERR065355,ERR069777,ERR065346,ERR067980,ERR065955,ERR069694,ERR124245,ERR069736,ERR065339,ERR124238,ERR065331,ERR129122
12	8	22	dexB	ERR069758
12	16f	22	dexB	ERR069840
16h	6	751	dexB	ERR069786
12	16c	22	dexB	ERR124247,ERR129187,ERR124258,ERR068009,ERR069808,ERR129047
9	4	162	group_2957	ERR069738,ERR124260
9	16b	305	group_687	ERR065315
9	16f	305	group_687	ERR069840
9	16c	305	group_687	ERR124247,ERR065325,ERR065960,ERR069792,ERR068031,ERR065354,ERR129050,ERR069692,ERR069723,ERR065299,ERR069697,ERR069810
11	16b	18	group_687	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
2	10	39	group_700	ERR124310,ERR124305,ERR124266,ERR129145
8	16e	123	group_916	ERR067975
16c	16c	2632	group_916	ERR129187
16c	14	508	group_916	ERR069700,ERR124314,ERR069787,ERR069744,ERR129128
16c	8	2632	group_916	ERR065317,ERR124281
16g	14	133	group_916	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
16c	6	2632	group_916	ERR069786
11	13	166	yhaM	ERR069709,ERR068001,ERR065953,ERR069710,ERR069734,ERR129092,ERR069827,ERR069788,ERR068043
11	16c	166	yhaM	ERR069722,ERR065349,ERR068022
16c	13	747	iscS_1	ERR069709,ERR068001,ERR065353,ERR065953,ERR069710,ERR068004,ERR069734,ERR129092,ERR069827
16c	16b	747	iscS_1	ERR065315
16c	1	747	iscS_1	ERR124285
11	10	128	group_1365	ERR068025,ERR069811,ERR129152,ERR124310,ERR065327,ERR129048,ERR129039,ERR065309,ERR124232,ERR067994,ERR124305,ERR129111,ERR124253,ERR124254,ERR065298,ERR129203,ERR065316,ERR124217,ERR124266,ERR124264,ERR067997,ERR069766,ERR129169,ERR124317,ERR069757,ERR129145
11	16c	128	group_1365	ERR129044,ERR129194
11	13	128	group_1365	ERR129027,ERR124223,ERR129115
11	1	128	group_1365	ERR124265
16b	6	227	group_1365	ERR129168
11	16a	128	group_1365	ERR124257,ERR069789,ERR068021,ERR129185,ERR067972
11	11	128	group_1365	ERR129200
16b	10	227	group_1365	ERR068025,ERR069811,ERR129152,ERR124310,ERR065327,ERR129048,ERR129039,ERR065309,ERR124232,ERR067994,ERR124305,ERR129111,ERR124253,ERR124254,ERR065298,ERR129203,ERR065316,ERR124217,ERR124266,ERR124264,ERR067997,ERR069766,ERR129169,ERR124317,ERR069757,ERR129145
16b	16c	227	group_1365	ERR129044,ERR129194
16b	16g	227	group_1365	ERR067991,ERR124230
11	6	128	group_1365	ERR129168
11	16g	128	group_1365	ERR067991,ERR124230
16b	1	227	group_1365	ERR124265
16b	11	227	group_1365	ERR067962,ERR129179,ERR124241,ERR124293,ERR069703,ERR129087
16b	13	227	group_1365	ERR129027,ERR124223,ERR129115
6	16c	97	lacG_2	ERR069808
16b	16c	20	lacG_2	ERR068014,ERR129094,ERR129206,ERR129095
1	3	1218	group_7234	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR069724,ERR068042,ERR124249,ERR129198,ERR067978,ERR124239,ERR068028,ERR124272,ERR124300,ERR129054
16c	5	202	galK_1	ERR129105,ERR129196,ERR129195,ERR065301,ERR065342,ERR129144,ERR129077,ERR067998,ERR124320,ERR069818,ERR069714,ERR129053,ERR068010,ERR129182,ERR069799
16c	12	202	galK_1	ERR069803,ERR069841
16c	10	202	galK_1	ERR068025,ERR069811,ERR129152,ERR065327,ERR129048,ERR129039,ERR124232,ERR067994,ERR124254,ERR065298,ERR129203,ERR124264,ERR067997,ERR069766,ERR129169,ERR124317
16c	11	202	galK_1	ERR068029,ERR124279,ERR129163,ERR129134,ERR065351,ERR067988,ERR129035
16c	13	202	galK_1	ERR068004
16c	9	202	galK_1	ERR129065,ERR129029,ERR069826,ERR129107,ERR124287,ERR129155,ERR129146,ERR129052,ERR129076,ERR129055,ERR069780,ERR068027,ERR069802,ERR129106,ERR129116,ERR069830,ERR129147,ERR124219,ERR065345,ERR069800,ERR065311,ERR067967,ERR129161,ERR065966,ERR067976,ERR065307,ERR069790,ERR068015,ERR065355,ERR069777,ERR069807,ERR065346,ERR065306,ERR065313,ERR129082,ERR069743,ERR065955,ERR065322,ERR129208,ERR129205,ERR069694,ERR124245,ERR129192,ERR069736,ERR129098,ERR065339,ERR124238,ERR067973,ERR065331,ERR129141,ERR129133,ERR065348,ERR129171,ERR129122,ERR129100
16c	7	202	galK_1	ERR124228,ERR067961,ERR124292,ERR124312,ERR069718,ERR124224,ERR124243,ERR124276,ERR129067,ERR129073
16c	16c	202	galK_1	ERR069764,ERR065325,ERR065960,ERR068014,ERR129094,ERR069792,ERR129044,ERR068031,ERR065354,ERR069737,ERR129050,ERR129206,ERR069692,ERR069723,ERR069722,ERR065299,ERR069697,ERR065349,ERR069810,ERR129110,ERR068022,ERR129095,ERR129194
16c	6	202	galK_1	ERR069786,ERR129176,ERR124319,ERR129117,ERR129213,ERR129042,ERR124235,ERR129157,ERR124288,ERR069708,ERR129167,ERR069798,ERR124308,ERR129043,ERR065971,ERR124227,ERR129168,ERR065303,ERR068023,ERR124294,ERR065969,ERR069693,ERR124297,ERR124286
16c	1	202	galK_1	ERR069712,ERR129164,ERR129088,ERR067981,ERR129051,ERR065968,ERR129158,ERR068012,ERR129132,ERR069690,ERR068018,ERR069768,ERR129090,ERR068020,ERR067977,ERR069715,ERR069683,ERR129126,ERR124265,ERR129113,ERR068013,ERR124304,ERR124282,ERR129058,ERR129199,ERR124237
16c	16d	202	galK_1	ERR069735
16c	14	202	galK_1	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
16c	16f	202	galK_1	ERR124226,ERR129064,ERR069769,ERR069840
16c	2	202	galK_1	ERR129037,ERR067985,ERR065326,ERR069713,ERR129127,ERR069727,ERR069752,ERR129214,ERR068046,ERR129215,ERR129159,ERR129154,ERR068040,ERR067986,ERR124291,ERR069822,ERR065310,ERR124302,ERR129210,ERR124296,ERR068041,ERR069801,ERR129080,ERR124268,ERR069760,ERR129131,ERR069804,ERR129068,ERR129079,ERR124246,ERR129139,ERR124240,ERR069707,ERR068047,ERR129178,ERR067968,ERR129177,ERR069839,ERR124242,ERR129137,ERR065308,ERR069702,ERR065964,ERR069837,ERR068000,ERR129093,ERR129211,ERR124298
16c	8	202	galK_1	ERR065305,ERR069795,ERR068008,ERR129129,ERR069796,ERR069771,ERR065970,ERR065972,ERR129063,ERR065287,ERR124229,ERR129149,ERR069833,ERR129140,ERR069831,ERR124315,ERR069751,ERR069687,ERR129207,ERR129160,ERR129170,ERR068044,ERR129112,ERR068017,ERR124269,ERR069717,ERR067974,ERR129108,ERR069711,ERR129059,ERR067960,ERR068050,ERR129032,ERR065317,ERR069774,ERR069829,ERR129120,ERR129197,ERR069696,ERR129072,ERR067984,ERR068045,ERR069781,ERR129186,ERR069805,ERR124220,ERR129183,ERR068034,ERR069691,ERR129153,ERR124281,ERR124267,ERR069745,ERR129081,ERR129142,ERR124284,ERR129175,ERR124263,ERR069704,ERR129025,ERR129209,ERR069761,ERR129034,ERR069828,ERR129046,ERR124225,ERR068011,ERR065288,ERR129091,ERR129118,ERR065291,ERR129121,ERR129123,ERR129174,ERR065337,ERR124251,ERR065975,ERR124234,ERR068038,ERR129125,ERR069705,ERR065328,ERR124313,ERR069758,ERR124280,ERR129033,ERR069684,ERR129190,ERR069753,ERR069776,ERR069794,ERR124295,ERR065340,ERR068024,ERR065323,ERR065319,ERR124270
16c	16g	202	galK_1	ERR124244
16c	16b	202	galK_1	ERR124311,ERR129057,ERR065315,ERR069739,ERR065290,ERR129135,ERR069695
8	2	120	group_99	ERR124246,ERR069702
8	16f	120	group_99	ERR069840
8	6	120	group_99	ERR124235,ERR124308,ERR124294
9	16b	44	group_1833	ERR124311,ERR129057,ERR065290,ERR129135
11	11	86	pbuO	ERR068019
16h	16b	64	pbuO	ERR069695
9	8	268	thiM_2	ERR068011
10	16c	225	group_3434	ERR129044,ERR129187
16b	12	33	fpgS_2	ERR067993
15	8	208	fpgS_2	ERR129059
15	16d	15	recR	ERR069782
15	15	76	recR	ERR129062
11	14	69	recR	ERR069700
15	11	76	recR	ERR067970
14	16g	148	yheI	ERR124244
16b	16c	16	group_1717	ERR069820,ERR129084
16b	16b	578	group_1685	ERR065315,ERR069739,ERR069695
16b	16c	578	group_1685	ERR124218,ERR069737,ERR129044,ERR069692,ERR069722,ERR065349,ERR068022,ERR129194
16b	15	578	group_1685	ERR069843,ERR124255,ERR065973,ERR124233,ERR129036,ERR129031,ERR129049,ERR129193
12	16c	37	group_1685	ERR124218,ERR124258,ERR124306
16b	6	578	group_1685	ERR069786,ERR069685,ERR069798,ERR065971,ERR129168,ERR129172,ERR068030,ERR065969,ERR069693,ERR069779
16b	16h	578	group_1685	ERR069785,ERR069797,ERR069821
16b	8	578	group_1685	ERR065972,ERR069761,ERR129046,ERR129033
16b	11	578	group_1685	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR068029,ERR124279,ERR129163,ERR129134,ERR065351,ERR067988,ERR129035,ERR124301,ERR069728,ERR124290,ERR129119,ERR124273,ERR129173,ERR069733,ERR129104,ERR067963,ERR067970,ERR067992,ERR124275,ERR129089,ERR068033
16b	16a	578	group_1685	ERR069814,ERR068007,ERR124257,ERR069789
11	8	54	glcK	ERR065305,ERR069795,ERR068008,ERR129129,ERR069796,ERR069771,ERR065970,ERR065972,ERR129063,ERR065287,ERR124229,ERR129149,ERR069833,ERR129140,ERR069831,ERR124315,ERR069751,ERR069687,ERR069817,ERR129207,ERR129160,ERR129170,ERR068044,ERR129112,ERR068017,ERR124269,ERR069717,ERR067974,ERR129108,ERR069711,ERR129059,ERR067960,ERR068050,ERR129032,ERR065317,ERR069774,ERR069829,ERR129120,ERR129197,ERR069696,ERR129072,ERR067984,ERR068045,ERR069781,ERR129186,ERR069805,ERR124220,ERR129183,ERR068034,ERR069691,ERR129153,ERR124281,ERR124267,ERR069745,ERR129081,ERR129142,ERR124284,ERR129175,ERR124263,ERR069704,ERR129025,ERR129209,ERR069761,ERR129034,ERR069828,ERR129046,ERR124225,ERR068011,ERR065288,ERR129091,ERR129118,ERR065291,ERR129121,ERR129123,ERR129174,ERR065337,ERR124251,ERR065975,ERR124234,ERR068038,ERR129125,ERR069705,ERR065328,ERR124313,ERR069758,ERR124280,ERR129033,ERR069684,ERR129190,ERR069753,ERR069776,ERR069794,ERR124295,ERR065340,ERR068024,ERR065323,ERR065319,ERR124270
14	11	688	mnmE	ERR129173
6	16a	757	mnmE	ERR068007
16d	4	441	mnmE	ERR069738,ERR068037,ERR129096,ERR069686,ERR069688,ERR124307,ERR129204,ERR067996,ERR065343,ERR067995,ERR124248,ERR065338,ERR069767,ERR124260,ERR069778,ERR129156,ERR069836,ERR067965,ERR124318,ERR069783,ERR067987
6	16e	757	mnmE	ERR067975
14	16c	688	mnmE	ERR129044,ERR069820,ERR129110
4	16c	532	mnmE	ERR124247
16d	16c	441	mnmE	ERR124247,ERR124271,ERR129041,ERR124289,ERR124309,ERR129184
4	16b	532	mnmE	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
14	6	688	mnmE	ERR069786
16c	16b	117	mnmE	ERR124311,ERR129057,ERR065290,ERR129135
15	16b	308	mnmE	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
2	16g	36	mnmE	ERR069742,ERR065294,ERR065352
6	16c	757	mnmE	ERR129187,ERR124247,ERR124271,ERR129041,ERR124289,ERR124309,ERR129184,ERR065318
16d	16e	441	mnmE	ERR067975
2	16c	36	mnmE	ERR069722,ERR065349,ERR068022
16d	16b	441	mnmE	ERR124311
2	14	73	mnmE	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
6	2	757	mnmE	ERR129127,ERR129037
16b	6	222	pgpB	ERR069786,ERR129176,ERR124319,ERR129117,ERR069685,ERR129213,ERR129042,ERR124235,ERR129157,ERR124288,ERR069708,ERR069798,ERR124308,ERR129043,ERR065971,ERR124227,ERR129168,ERR065303,ERR068023,ERR129172,ERR124294,ERR068030,ERR065969,ERR069693,ERR069779,ERR124297,ERR124286
16b	16h	222	pgpB	ERR069785,ERR129162,ERR065958,ERR069797,ERR069821
16b	16e	222	pgpB	ERR067975
16b	1	222	pgpB	ERR069823,ERR067964,ERR069835,ERR065350,ERR069746,ERR069812,ERR065292,ERR065967,ERR065344,ERR065962,ERR069731,ERR069755,ERR069765,ERR065347,ERR124231,ERR065330,ERR069719,ERR069770,ERR069721,ERR069740
16b	7	222	pgpB	ERR124228,ERR067961,ERR124292,ERR124312,ERR069718,ERR124224,ERR124243,ERR124276,ERR129067,ERR129073
16b	9	222	pgpB	ERR129065,ERR129029,ERR069826,ERR129107,ERR129155,ERR129052,ERR069780,ERR068027,ERR069802,ERR129106,ERR129116,ERR069830,ERR129147,ERR124219,ERR065345,ERR069800,ERR065311,ERR067967,ERR129161,ERR065966,ERR069790,ERR068015,ERR065355,ERR069777,ERR069807,ERR065346,ERR065306,ERR069743,ERR067980,ERR065955,ERR065322,ERR129208,ERR069694,ERR124245,ERR129192,ERR069736,ERR065339,ERR067973,ERR065331,ERR129141,ERR065348,ERR129171,ERR129122,ERR129100
16b	16c	222	pgpB	ERR069737,ERR068039
16b	3	222	pgpB	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR129061,ERR065320,ERR069724,ERR068042,ERR124249,ERR129198,ERR067978,ERR068032,ERR124239,ERR068028,ERR124272,ERR124300,ERR129054,ERR129060,ERR068049
16b	16f	222	pgpB	ERR124226,ERR129064,ERR069769
16b	16g	222	pgpB	ERR068016,ERR129066,ERR065304,ERR065959,ERR129038
2	9	611	group_2018	ERR069826,ERR069780
15	6	714	group_223	ERR065303,ERR068030
15	16d	714	group_223	ERR069782
15	10	714	group_223	ERR065327,ERR069766
15	8	714	group_223	ERR129140,ERR068045,ERR069805,ERR129091,ERR065328
15	11	714	group_223	ERR129134
15	2	714	group_223	ERR069727,ERR124291
6	8	714	group_223	ERR069817,ERR124267
6	2	714	group_223	ERR124302
15	15	714	group_223	ERR065314
11	7	56	znuA	ERR124228,ERR067961,ERR124292,ERR124312,ERR069718,ERR124224,ERR124243,ERR124276,ERR129067,ERR129073
11	16c	56	znuA	ERR124218,ERR069737,ERR129045,ERR124258,ERR068009,ERR124306,ERR065312
11	16f	56	znuA	ERR129064
12	16a	19	znuA	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
11	16b	56	znuA	ERR129102,ERR129071
